year,name,artists,album,popularity,release_date
2023,Strangers,Kenya Grace,Strangers,80,2023-09-01
2023,Like Crazy,Jimin,FACE,78,2023-03-24
2023,exes,Tate McRae,exes,7,2023-11-17
2023,Standing Next to You,Jung Kook,GOLDEN,85,2023-11-03
2023,Ditto,NewJeans,Ditto,80,2022-12-19
2023,Used To Be Young,Miley Cyrus,Used To Be Young,61,2023-08-25
2023,Eyes Closed,Ed Sheeran,Eyes Closed,8,2023-03-24
2023,Anti-Hero,Taylor Swift,Midnights,84,2022-10-21
2023,Can’t Catch Me Now - from The Hunger Games: The Ballad of Songbirds & Snakes,Olivia Rodrigo,Can’t Catch Me Now (from The Hunger Games: The Ballad of Songbirds & Snakes),74,2023-11-03
2023,un x100to,"Grupo Frontera, Bad Bunny",un x100to,79,2023-04-17
2023,LALA,Myke Towers,LA VIDA ES UNA,84,2023-03-23
2023,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana [Edit],80,2023-06-15
2023,Rush,Troye Sivan,Rush,31,2023-07-13
2023,"Peso Pluma: Bzrp Music Sessions, Vol. 55","Bizarrap, Peso Pluma","Peso Pluma: Bzrp Music Sessions, Vol. 55",73,2023-06-01
2023,BESO,"ROSALÍA, Rauw Alejandro",RR,79,2023-03-24
2023,All My Life (feat. J. Cole),"Lil Durk, J. Cole",Almost Healed,69,2023-05-26
2023,In Ha Mood,Ice Spice,In Ha Mood,66,2023-01-06
2023,Double Fantasy (with Future),"The Weeknd, Future",Double Fantasy,72,2023-04-21
2023,LET GO,Central Cee,LET GO,75,2022-12-15
2023,Tattoo,Loreen,Tattoo,83,2023-02-25
2023,Never Felt So Alone,Labrinth,Never Felt So Alone,72,2023-04-07
2023,Heaven,Niall Horan,Heaven,9,2023-02-17
2023,Yandel 150,"Yandel, Feid",Resistencia,74,2023-01-13
2023,La Jumpa,"Arcángel, Bad Bunny",Sr. Santos,72,2022-12-01
2023,Columbia,Quevedo,Columbia,84,2023-07-07
2023,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)","Metro Boomin, Swae Lee, NAV, A Boogie Wit da Hoodie",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE / DELUXE EDITION),0,2023-06-05
2023,Players,Coi Leray,Players,72,2022-11-30
2023,Baby Don't Hurt Me,"David Guetta, Anne-Marie, Coi Leray",Baby Don't Hurt Me,83,2023-04-06
2023,DOGTOOTH,"Tyler, The Creator",CALL ME IF YOU GET LOST: The Estate Sale,73,2023-03-31
2023,Mona Lisa (Spider-Man: Across the Spider-Verse),Dominic Fike,Mona Lisa (Spider-Man: Across the Spider-Verse),67,2023-06-02
2023,Fast Car,Luke Combs,Gettin' Old,85,2023-03-24
2023,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",3D (feat. Jack Harlow),79,2023-09-29
2023,Slime You Out (feat. SZA),"Drake, SZA",Slime You Out,70,2023-09-15
2023,Agora Hills,Doja Cat,Scarlet,79,2023-09-22
2023,What It Is (Solo Version),Doechii,What It Is (Versions),78,2023-03-17
2023,QLONA,"KAROL G, Peso Pluma",MAÑANA SERÁ BONITO (BICHOTA SEASON),74,2023-08-11
2023,LOVE AGAIN,The Kid LAROI,LOVE AGAIN,67,2023-01-27
2023,Attention,Doja Cat,Attention,64,2023-06-16
2024,BIRDS OF A FEATHER,Billie Eilish,HIT ME HARD AND SOFT,100,2024-05-17
2024,Die With A Smile,"Lady Gaga, Bruno Mars",Die With A Smile,99,2024-08-16
2024,Espresso,Sabrina Carpenter,Espresso,90,2024-04-12
2024,Not Like Us,Kendrick Lamar,Not Like Us,95,2024-05-04
2024,Beautiful Things,Benson Boone,Beautiful Things,89,2024-01-18
2024,we can't be friends (wait for your love),Ariana Grande,eternal sunshine,82,2024-03-08
2024,"Good Luck, Babe!",Chappell Roan,"Good Luck, Babe!",95,2024-04-05
2024,Please Please Please,Sabrina Carpenter,Please Please Please,86,2024-06-06
2024,APT.,"ROSÉ, Bruno Mars",APT.,95,2024-10-18
2024,End of Beginning,Djo,DECIDE,91,2022-09-16
2024,"yes, and?",Ariana Grande,"yes, and?",76,2024-01-12
2024,i like the way you kiss me,Artemas,i like the way you kiss me,85,2024-03-19
2024,Taste,Sabrina Carpenter,Short n' Sweet,81,2024-08-23
2024,Fortnight (feat. Post Malone),"Taylor Swift, Post Malone",THE TORTURED POETS DEPARTMENT,85,2024-04-18
2024,FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",UTOPIA,88,2023-07-28
2024,Lose Control,Teddy Swims,I've Tried Everything But Therapy (Part 1),92,2023-09-15
2024,Stick Season,Noah Kahan,Stick Season,88,2022-10-14
2024,TEXAS HOLD 'EM,Beyoncé,TEXAS HOLD 'EM,64,2024-02-10
2024,I Had Some Help (Feat. Morgan Wallen),"Post Malone, Morgan Wallen",I Had Some Help,85,2024-05-10
2024,Too Sweet,Hozier,Unheard,80,2024-03-22
2024,MILLION DOLLAR BABY,Tommy Richman,MILLION DOLLAR BABY,18,2024-04-26
2024,LUNCH,Billie Eilish,HIT ME HARD AND SOFT,87,2024-05-17
2024,Gata Only,"FloyyMenor, Cris Mj",Gata Only,90,2024-02-02
2024,"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",The Idol Episode 4 (Music from the HBO Original Series),94,2023-06-23
2024,Guess featuring billie eilish,"Charli xcx, Billie Eilish",Guess featuring billie eilish,82,2024-08-01
2024,HOT TO GO!,Chappell Roan,The Rise and Fall of a Midwest Princess,83,2023-09-22
2024,That’s So True,Gracie Abrams,The Secret of Us (Deluxe),97,2024-10-18
2024,I Can Do It With a Broken Heart,Taylor Swift,THE TORTURED POETS DEPARTMENT,83,2024-04-18
2024,luther (with sza),"Kendrick Lamar, SZA",GNX,93,2024-11-21
2024,Timeless (feat. Playboi Carti),"The Weeknd, Playboi Carti",Timeless,71,2024-09-27
2024,St. Chroma (feat. Daniel Caesar),"Tyler, The Creator, Daniel Caesar",CHROMAKOPIA,83,2024-10-28
2024,Standing Next to You,Jung Kook,GOLDEN,85,2023-11-03
2024,Who,Jimin,MUSE,90,2024-07-19
2024,Saturn,SZA,Saturn,83,2024-02-22
2024,WILDFLOWER,Billie Eilish,HIT ME HARD AND SOFT,96,2024-05-17
2024,A Bar Song (Tipsy),Shaboozey,A Bar Song (Tipsy),88,2024-04-12
2024,Praise Jah In The Moonlight,YG Marley,Praise Jah In The Moonlight,78,2023-12-27
2024,La Diabla,Xavi,La Diabla,78,2023-11-30
2024,BELLAKEO,"Peso Pluma, Anitta",BELLAKEO,76,2023-12-07
2024,360,Charli xcx,BRAT,83,2024-06-07
2024,CARNIVAL,"¥$, Kanye West, Ty Dolla $ign, Rich The Kid, Playboi Carti",VULTURES 1,23,2024-02-09
2024,Like That,"Future, Metro Boomin, Kendrick Lamar",WE DON'T TRUST YOU,87,2024-03-22
2024,redrum,21 Savage,american dream,84,2024-01-12
2024,São Paulo (feat. Anitta),"The Weeknd, Anitta",São Paulo,64,2024-10-31
2024,obsessed,Olivia Rodrigo,GUTS (spilled),79,2024-03-22
2024,the boy is mine,Ariana Grande,eternal sunshine,83,2024-03-08
2024,Bed Chem,Sabrina Carpenter,Short n' Sweet,89,2024-08-23
2024,The Emptiness Machine,Linkin Park,The Emptiness Machine,83,2024-09-05
2024,Houdini,Eminem,Houdini,81,2024-05-31
2024,Water,Tyla,Water,87,2023-07-28
2024,Evergreen,Richy Mitch & The Coal Miners,RMCM,85,2017-05-17
2024,CHIHIRO,Billie Eilish,HIT ME HARD AND SOFT,91,2024-05-17
2024,intro (end of the world),Ariana Grande,eternal sunshine,82,2024-03-08
2024,"I Love You, I'm Sorry",Gracie Abrams,The Secret of Us,91,2024-06-21
2024,Slow It Down,Benson Boone,Slow It Down,73,2024-03-21
2024,Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",For All The Dogs,81,2023-10-06
2024,Diet Pepsi,Addison Rae,Diet Pepsi,87,2024-08-09
2024,You’re Losing Me (From The Vault),Taylor Swift,You're Losing Me (From The Vault),78,2023-11-29
2024,From The Start,Laufey,Bewitched,84,2023-09-08
2024,Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",ORQUÍDEAS,80,2024-01-12
2024,LUNA,"Feid, ATL Jacob",FERXXOCALIPSIS,90,2023-12-01
2024,Si Antes Te Hubiera Conocido,KAROL G,Si Antes Te Hubiera Conocido,94,2024-06-21
2024,PERRO NEGRO,"Bad Bunny, Feid",nadie sabe lo que va a pasar mañana,86,2023-10-13
2024,Alibi (with Pabllo Vittar & Yseult),"Sevdaliza, Pabllo Vittar, Yseult",Alibi (with Pabllo Vittar & Yseult),83,2024-06-28
2024,Training Season,Dua Lipa,Training Season,78,2024-02-15
2024,Disease,Lady Gaga,Disease,79,2024-10-25
2024,Sympathy is a knife featuring ariana grande,"Charli xcx, Ariana Grande",Brat and it’s completely different but also still brat,73,2024-10-11
2024,greedy,Tate McRae,greedy,90,2023-09-15
2024,FTCU,Nicki Minaj,Pink Friday 2,73,2023-12-08
2024,Whatever She Wants,Bryson Tiller,Whatever She Wants,81,2024-02-13
2024,HISS,Megan Thee Stallion,HISS,66,2024-01-26
2024,Seven (feat. Latto) (Explicit Ver.),"Jung Kook, Latto",GOLDEN,85,2023-11-03
2024,I Don't Wanna Wait,"David Guetta, OneRepublic",I Don't Wanna Wait,87,2024-04-05
2024,Defying Gravity,"Cynthia Erivo, Ariana Grande",Wicked: The Soundtrack,79,2024-11-22
2024,Tough,"Quavo, Lana Del Rey",Tough,77,2024-07-03
2024,squabble up,Kendrick Lamar,GNX,89,2024-11-22
2024,BAND4BAND (feat. Lil Baby),"Central Cee, Lil Baby",BAND4BAND (feat. Lil Baby),79,2024-05-23
2024,Push Ups,Drake,Push Ups,75,2024-04-19
2024,Never Lose Me,Flo Milli,Never Lose Me,76,2023-11-30
2024,Apple,Charli xcx,BRAT,84,2024-06-07
2024,It's ok I'm ok,Tate McRae,It's ok I'm ok,79,2024-09-12
2024,Down Bad,Taylor Swift,THE TORTURED POETS DEPARTMENT,76,2024-04-18
2024,NIGHTS LIKE THIS,The Kid LAROI,THE FIRST TIME,89,2023-11-10
2024,act ii: date @ 8 (feat. Drake) - remix,"4batz, Drake",act ii: date @ 8 (feat. Drake) [remix],73,2024-03-08
2024,Santa,"Rvssian, Rauw Alejandro, Ayra Starr",Santa,79,2024-04-04
2024,Tu Boda,"Oscar Maydon, Fuerza Regida",Tu Boda,89,2024-09-26
2024,Snooze,SZA,SOS,90,2022-12-09
2024,Stargazing,Myles Smith,Stargazing,90,2024-05-10
2024,Moonlit Floor (Kiss Me),LISA,Moonlit Floor (Kiss Me),78,2024-10-03
2024,Overcompensate (edit),Twenty One Pilots,Overcompensate,53,2024-02-29
2024,Austin (Boots Stop Workin'),Dasha,What Happens Now?,88,2024-02-16
2024,Sailor Song,Gigi Perez,Sailor Song,95,2024-07-26
2024,Belong Together,Mark Ambor,Belong Together,82,2024-02-16
2024,Magnetic,ILLIT,SUPER REAL ME,84,2024-03-25
2024,Rockstar,LISA,Rockstar,78,2024-06-27
2024,Did It First (with Central Cee),"Ice Spice, Central Cee",Did It First (with Central Cee),72,2024-07-11
2024,DEVIL IS A LIE,Tommy Richman,DEVIL IS A LIE,79,2024-06-14
2024,La Víctima,Xavi,La Víctima,75,2023-08-17
2024,II MOST WANTED,"Beyoncé, Miley Cyrus",COWBOY CARTER,71,2024-03-29
2024,Dancing In The Flames,The Weeknd,Dancing In The Flames,80,2024-09-13
